1795,Nossa Senhora da Glória
1796,Nossa Senhora das Dores
1797,Nossa Senhora de Lourdes
1798,Nossa Senhora do Socorro
1799,Pacatuba
1800,Pedra Mole
1801,Pedrinhas
1802,Pinhão
1803,Pirambu
1804,Poço Redondo
1805,Poço Verde
1806,Porto da Folha
1807,Propriá
1808,Riachão do Dantas
1809,Riachuelo
1810,Ribeirópolis
1811,Rosário do Catete
1812,Salgado
1813,Santa Luzia do Itanhy
1814,Santana do São Francisco
1815,Santa Rosa de Lima
1816,Santo Amaro das Brotas
1817,São Cristóvão
1818,São Domingos
1819,São Francisco
1820,São Miguel do Aleixo
1821,Simão Dias
1822,Siriri
1823,Telha
1824,Tobias Barreto
1825,Tomar do Geru
1826,Umbaúba
1827,Abaíra
1828,Abaré
1829,Acajutiba
1830,Adustina
1831,Água Fria
1832,Érico Cardoso
1833,Aiquara
1834,Alagoinhas
1835,Alcobaça
1836,Almadina
1837,Amargosa
1838,Amélia Rodrigues
1839,América Dourada
1840,Anagé
1841,Andaraí
1842,Andorinha
1843,Angical
1844,Anguera
1845,Antas
1846,Antônio Cardoso
1847,Antônio Gonçalves
1848,Aporá
1849,Apuarema
1850,Aracatu
1851,Araças
1852,Araci
1853,Aramari
1854,Arataca
1855,Aratuípe
1856,Aurelino Leal
1857,Baianópolis
1858,Baixa Grande
1859,Banzaê
1860,Barra
1861,Barra da Estiva
1862,Barra do Choça
1863,Barra do Mendes
1864,Barra do Rocha
1865,Barreiras
1866,Barro Alto
1867,Barrocas
1868,Barro Preto
1869,Belmonte
1870,Belo Campo
1871,Biritinga
1872,Boa Nova
1873,Boa Vista do Tupim
1874,Bom Jesus da Lapa
1875,Bom Jesus da Serra
1876,Boninal
1877,Bonito
1878,Boquira
1879,Botuporã
1880,Brejões
1881,Brejolândia
1882,Brotas de Macaúbas
1883,Brumado
1884,Buerarema
1885,Buritirama
1886,Caatiba
1887,Cabaceiras do Paraguaçu
1888,Cachoeira
1889,Caculé
1890,Caém
1891,Caetanos
1892,Caetité
1893,Cafarnaum
1894,Cairu
1895,Caldeirão Grande
1896,Camacan
1897,Camaçari
1898,Camamu
1899,Campo Alegre de Lourdes
1900,Campo Formoso
1901,Canápolis
1902,Canarana
1903,Canavieiras
1904,Candeal
1905,Candeias
1906,Candiba
1907,Cândido Sales
1908,Cansanção
1909,Canudos
1910,Capela do Alto Alegre
1911,Capim Grosso
1912,Caraíbas
1913,Caravelas
1914,Cardeal da Silva
1915,Carinhanha
1916,Casa Nova
1917,Castro Alves
1918,Catolândia
1919,Catu
1920,Caturama
1921,Central
1922,Chorrochó
1923,Cícero Dantas
1924,Cipó
1925,Coaraci
1926,Cocos
1927,Conceição da Feira
1928,Conceição do Almeida
1929,Conceição do Coité
1930,Conceição do Jacuípe
1931,Conde
1932,Condeúba
1933,Contendas do Sincorá
1934,Coração de Maria
1935,Cordeiros
1936,Coribe
1937,Coronel João Sá
1938,Correntina
1939,Cotegipe
1940,Cravolândia
1941,Crisópolis
1942,Cristópolis
1943,Cruz das Almas
1944,Curaçá
1945,Dário Meira
1946,Dias d'Ávila
1947,Dom Basílio
1948,Dom Macedo Costa
1949,Elísio Medrado
1950,Encruzilhada
1951,Entre Rios
1952,Esplanada
1953,Euclides da Cunha
1954,Eunápolis
1955,Fátima
1956,Feira da Mata
1957,Feira de Santana
1958,Filadélfia
1959,Firmino Alves
1960,Floresta Azul
1961,Formosa do Rio Preto
1962,Gandu
1963,Gavião
1964,Gentio do Ouro
1965,Glória
1966,Gongogi
1967,Governador Mangabeira
1968,Guajeru
1969,Guanambi
1970,Guaratinga
1971,Heliópolis
1972,Iaçu
1973,Ibiassucê
1974,Ibicaraí
1975,Ibicoara
1976,Ibicuí
1977,Ibipeba
1978,Ibipitanga
1979,Ibiquera
1980,Ibirapitanga
1981,Ibirapuã
1982,Ibirataia
1983,Ibitiara
1984,Ibititá
1985,Ibotirama
1986,Ichu
1987,Igaporã
1988,Igrapiúna
1989,Iguaí
1990,Ilhéus
1991,Inhambupe
1992,Ipecaetá
1993,Ipiaú
1994,Ipirá
1995,Ipupiara
1996,Irajuba
1997,Iramaia
1998,Iraquara
1999,Irará
2000,Irecê
2001,Itabela
2002,Itaberaba
2003,Itabuna
2004,Itacaré
2005,Itaeté
2006,Itagi
2007,Itagibá
2008,Itagimirim
2009,Itaguaçu da Bahia
2010,Itaju do Colônia
2011,Itajuípe
2012,Itamaraju
2013,Itamari
2014,Itambé
2015,Itanagra
2016,Itanhém
2017,Itaparica
2018,Itapé
2019,Itapebi
2020,Itapetinga
2021,Itapicuru
2022,Itapitanga
2023,Itaquara
2024,Itarantim
2025,Itatim
2026,Itiruçu
2027,Itiúba
2028,Itororó
2029,Ituaçu
2030,Ituberá
2031,Iuiú
2032,Jaborandi
2033,Jacaraci
2034,Jacobina
2035,Jaguaquara
2036,Jaguarari
2037,Jaguaripe
2038,Jandaíra
2039,Jequié
2040,Jeremoabo
2041,Jiquiriçá
2042,Jitaúna
2043,João Dourado
2044,Juazeiro
2045,Jucuruçu
2046,Jussara
2047,Jussari
2048,Jussiape
2049,Lafaiete Coutinho
2050,Lagoa Real
2051,Laje
2052,Lajedão
2053,Lajedinho
2054,Lajedo do Tabocal
2055,Lamarão
2056,Lapão
2057,Lauro de Freitas
2058,Lençóis
2059,Licínio de Almeida
2060,Livramento de Nossa Senhora
2061,Luís Eduardo Magalhães
2062,Macajuba
2063,Macarani
2064,Macaúbas
2065,Macururé
2066,Madre de Deus
2067,Maetinga
2068,Maiquinique
2069,Mairi
2070,Malhada
2071,Malhada de Pedras
2072,Manoel Vitorino
2073,Mansidão
2074,Maracás
2075,Maragogipe
2076,Maraú
2077,Marcionílio Souza
2078,Mascote
2079,Mata de São João
2080,Matina
2081,Medeiros Neto
2082,Miguel Calmon
2083,Milagres
2084,Mirangaba
2085,Mirante
2086,Monte Santo
2087,Morpará
2088,Morro do Chapéu
2089,Mortugaba
2090,Mucugê
2091,Mucuri
2092,Mulungu do Morro
2093,Mundo Novo
2094,Muniz Ferreira
2095,Muquém de São Francisco
2096,Muritiba
2097,Mutuípe
2098,Nazaré
2099,Nilo Peçanha
2100,Nordestina
2101,Nova Canaã
2102,Nova Fátima
2103,Nova Ibiá
2104,Nova Itarana
2105,Nova Redenção
2106,Nova Soure
2107,Nova Viçosa
2108,Novo Horizonte
2109,Novo Triunfo
2110,Olindina
2111,Oliveira dos Brejinhos
2112,Ouriçangas
2113,Ourolândia
2114,Palmas de Monte Alto
2115,Palmeiras
2116,Paramirim
2117,Paratinga
2118,Paripiranga
2119,Pau Brasil
2120,Paulo Afonso
2121,Pé de Serra
2122,Pedrão
2123,Pedro Alexandre
2124,Piatã
2125,Pilão Arcado
2126,Pindaí
2127,Pindobaçu
2128,Pintadas
2129,Piraí do Norte
2130,Piripá
2131,Piritiba
2132,Planaltino
2133,Planalto
2134,Poções
2135,Pojuca
2136,Ponto Novo
2137,Porto Seguro
2138,Potiraguá
2139,Prado
2140,Presidente Dutra
2141,Presidente Jânio Quadros
2142,Presidente Tancredo Neves
2143,Queimadas
2144,Quijingue
2145,Quixabeira
2146,Rafael Jambeiro
2147,Remanso
2148,Retirolândia
2149,Riachão das Neves
2150,Riachão do Jacuípe
2151,Riacho de Santana
2152,Ribeira do Amparo
2153,Ribeira do Pombal
2154,Ribeirão do Largo
2155,Rio de Contas
2156,Rio do Antônio
2157,Rio do Pires
2158,Rio Real
2159,Rodelas
2160,Ruy Barbosa
2161,Salinas da Margarida
2162,Salvador
2163,Santa Bárbara
2164,Santa Brígida
2165,Santa Cruz Cabrália
2166,Santa Cruz da Vitória
2167,Santa Inês
2168,Santaluz
2169,Santa Luzia
2170,Santa Maria da Vitória
2171,Santana
2172,Santanópolis
2173,Santa Rita de Cássia
2174,Santa Teresinha
2175,Santo Amaro
2176,Santo Antônio de Jesus
2177,Santo Estêvão
2178,São Desidério
2179,São Domingos
2180,São Félix
2181,São Félix do Coribe
2182,São Felipe
2183,São Francisco do Conde
2184,São Gabriel
2185,São Gonçalo dos Campos
2186,São José da Vitória
2187,São José do Jacuípe
2188,São Miguel das Matas
2189,São Sebastião do Passé
2190,Sapeaçu
2191,Sátiro Dias
2192,Saubara
2193,Saúde
2194,Seabra
2195,Sebastião Laranjeiras
2196,Senhor do Bonfim
2197,Serra do Ramalho
2198,Sento Sé
2199,Serra Dourada
2200,Serra Preta
2201,Serrinha
2202,Serrolândia
2203,Simões Filho
2204,Sítio do Mato
2205,Sítio do Quinto
2206,Sobradinho
2207,Souto Soares
2208,Tabocas do Brejo Velho
2209,Tanhaçu
2210,Tanque Novo
2211,Tanquinho
2212,Taperoá
2213,Tapiramutá
2214,Teixeira de Freitas
2215,Teodoro Sampaio
2216,Teofilândia
2217,Teolândia
2218,Terra Nova
2219,Tremedal
2220,Tucano
2221,Uauá
2222,Ubaíra
2223,Ubaitaba
2224,Ubatã
2225,Uibaí
2226,Umburanas
2227,Una
2228,Urandi
2229,Uruçuca
2230,Utinga
2231,Valença
2232,Valente
2233,Várzea da Roça
2234,Várzea do Poço
2235,Várzea Nova
2236,Varzedo
2237,Vera Cruz
2238,Vereda
2239,Vitória da Conquista
2240,Wagner
2241,Wanderley
2242,Wenceslau Guimarães
2243,Xique-Xique
