HYPER_PARAM,FEATURES,K_FOLDS,OUTPUT,AVG_RMSE,AVG_RMSE_%_AVG,STD_RMSE,STD_RMSE_%_AVG,AVG_MAE,AVG_MAE_%_AVG,STD_MAE,STD_MAE_%_AVG
1,RH,9,area_adjusted,2.05624077926,1.8507588604,0.220904285286,0.198829129068,1.48892323735,1.34013385095,0.135979933205,0.122391340914
1,RH,10,area,55.6581679929,4.33228790093,40.9749047573,3.18938065199,19.2365882353,1.49732629499,8.60383478707,0.669700255932
1,RH,10,area_adjusted,1.92146541405,1.72945171396,0.147659742727,0.132903976972,1.38363133965,1.24536386362,0.11617719453,0.104567507036
1,RH,11,area,54.0548298893,4.20748820813,43.4940224096,3.38546225725,18.5581431335,1.44451788228,9.21270481622,0.717093124861
1,RH,11,area_adjusted,1.91870765112,1.72696953667,0.180147049898,0.162144799451,1.37005847769,1.23314734949,0.179998055427,0.162010694126
1,RH,13,area,49.8030771841,3.87654276981,43.9928607576,3.42429054459,18.2046390533,1.41700203861,9.37715350435,0.729893385589
1,RH,13,area_adjusted,1.93156627501,1.73854318716,0.111617168315,0.100463168184,1.37560829831,1.23814257173,0.157110960941,0.141410726779
1,RH,15,area,48.6161263133,3.7841535827,45.1558252522,3.51481269418,16.2075596639,1.26155454208,8.59535011474,0.669039830974
1,RH,15,area_adjusted,1.83741886763,1.65380401159,0.218728889941,0.196871122861,1.30350291414,1.17324274094,0.198882581418,0.179008073107
1,RH,17,area,47.5363274283,3.70010482915,46.7749541633,3.64084150261,16.9522245414,1.31951733093,10.0360009681,0.781176368818
1,RH,17,area_adjusted,1.90116496804,1.71117990908,0.292517177058,0.26328568265,1.36431727985,1.22797987452,0.292046188021,0.262861759955
1,RH,19,area,45.0143895872,3.50380370768,48.6048754124,3.78327784166,15.9289849624,1.23987100753,10.2056465414,0.794381141651
1,RH,19,area_adjusted,1.81020197154,1.62930692346,0.288505580154,0.259674968093,1.27282761312,1.14563284928,0.270299038476,0.243287821866
1,RH,21,area,52.7992671945,4.10975845403,45.7194017966,3.55868003535,20.1636261905,1.56948453271,11.3833253078,0.886048612123
1,RH,21,area_adjusted,1.85908007624,1.6733005969,0.278210736662,0.250408897212,1.34967613119,1.2148018285,0.253337098981,0.22802090365
1,RH,23,area,44.5412781457,3.46697793623,50.8210699727,3.95578069661,17.0194148479,1.32474725068,13.2353370525,1.03020441823
1,RH,23,area_adjusted,1.83790743043,1.65424375189,0.337095505701,0.303409260371,1.32037718425,1.18843075066,0.290076430309,0.261088841834
1,wind,3,area,60.2358608798,4.68860368032,31.9821479535,2.48940771177,19.8781861361,1.54726661684,6.31393213511,0.491460153695
1,wind,3,area_adjusted,2.00165971608,1.80163213005,0.164565960612,0.148120741888,1.46009113675,1.31418296709,0.0844785832861,0.0760365654199
1,wind,5,area,55.801590364,4.34345152749,33.4689806836,2.6051389275,15.5765800971,1.2124407239,3.75757113605,0.292479622607
1,wind,5,area_adjusted,1.83286871835,1.64970856267,0.161645042303,0.145491713471,1.31107049988,1.1800540913,0.223116421654,0.200820204736
1,wind,7,area,51.5696508936,4.01404830014,39.1499436574,3.04733039813,14.5580832496,1.13316356246,5.61626078707,0.437155219686
1,wind,7,area_adjusted,1.71894317171,1.5471676944,0.191210356825,0.172102540551,1.21373099046,1.09244180322,0.175054722604,0.157561352826
1,wind,9,area,51.2864480591,3.99200452369,39.602357284,3.08254510517,14.8865658399,1.15873179805,5.41966716735,0.421852880589
1,wind,9,area_adjusted,1.77811634643,1.60042764261,0.126732254738,0.114067790952,1.2803154874,1.15237245381,0.107110027272,0.0964064296413
1,wind,10,area,75.6376735677,5.88744096092,85.4445894736,6.65078594076,22.7275079186,1.7690504579,24.2742740283,1.88944673295
1,wind,10,area_adjusted,1.81900446522,1.63722977634,0.229822548945,0.206856182929,1.32154347915,1.18948049669,0.141935060114,0.127751366843
1,wind,11,area,50.579333122,3.93696452512,43.8733440352,3.41498767191,16.3434622824,1.27213285055,7.89883260941,0.614824709098
1,wind,11,area_adjusted,1.80623875222,1.62573975207,0.173770678127,0.156405624024,1.30320690701,1.17297631406,0.153489221918,0.138150911268
1,wind,13,area,49.306374803,3.8378807406,46.7477780091,3.63872618103,17.6391370809,1.3729848271,12.0547263427,0.93830873287
1,wind,13,area_adjusted,1.87826063487,1.69056442573,0.31148037393,0.280353870863,1.34217082353,1.20804653273,0.236096025864,0.212502745876
1,wind,15,area,72.9467637708,5.67798749927,103.45262315,8.05248472516,27.4646554622,2.13777777553,43.2109618644,3.36342955622
1,wind,15,area_adjusted,1.96699699621,1.77043328575,0.413875752913,0.372516791096,1.44332990121,1.29909669631,0.32546300031,0.2929392013
1,wind,17,area,47.6960407077,3.7125364979,48.6267564721,3.78498100678,18.4609025933,1.43694893003,13.1637289255,1.02463062676
1,wind,17,area_adjusted,1.94738267894,1.75277904416,0.363563461458,0.327232250425,1.47858206539,1.33082608125,0.295993723017,0.266414814366
1,wind,19,area,47.2389593387,3.67695846585,48.5816384546,3.78146913695,17.6709844055,1.37546374051,11.296765786,0.879311042728
1,wind,19,area_adjusted,1.88187457612,1.6938172227,0.373844351086,0.336485761864,1.39526996148,1.2558394279,0.346224152704,0.311625673786
1,wind,21,area,47.3065539148,3.6822198529,50.0736630176,3.89760447153,18.7193904762,1.45706895856,12.3553703052,0.961710081645
1,wind,21,area_adjusted,1.96594754501,1.76948870712,0.270166703383,0.243168711133,1.45855043613,1.31279623001,0.25098599558,0.225904748044
1,wind,23,area,40.5530879774,3.15654752438,50.2838623274,3.91396584236,15.6199776594,1.21581867795,12.6157835824,0.981979977886
1,wind,23,area_adjusted,1.84115998896,1.65717127944,0.363256868946,0.326956295968,1.37688383397,1.23929064202,0.359211670191,0.323315337422
1,rain,3,area,54.977010156,4.27926833593,34.2684536301,2.66736783474,12.8358105928,0.999106311529,4.19758381528,0.326729071973
1,rain,3,area_adjusted,1.7839766081,1.60570228326,0.0581006125433,0.0522945680992,1.11105819243,1.00002918666,0.0537252903184,0.0483564756071
1,rain,5,area,54.9285595361,4.27549706494,34.2503972469,2.66596237256,12.8244241972,0.998220023928,4.13068771905,0.321522052792
1,rain,5,area_adjusted,1.78176370666,1.60371051898,0.0501692328014,0.0451557779922,1.1088149216,0.998010087827,0.0973236110356,0.0875979784408
1,rain,7,area,51.4570443072,4.00528329459,39.443426884,3.07017437373,12.8425805257,0.999633265604,6.01209172101,0.467965676224
1,rain,7,area_adjusted,1.77977096562,1.60191691427,0.134527578022,0.12108412084,1.11069824294,0.999705207236,0.128528263623,0.115684323116
1,rain,9,area,50.9711739534,3.96746440239,39.7537280276,3.09432741251,12.8168081602,0.997627211305,5.77464914679,0.449483760118
1,rain,9,area_adjusted,1.77543736164,1.59801637109,0.159767737289,0.14380200917,1.10899600271,0.998173073345,0.163060592961,0.146765806928
1,rain,10,area,47.9129206023,3.72941786818,43.5570189832,3.39036574767,12.8292070136,0.998592305993,7.96267494655,0.619794031567
1,rain,10,area_adjusted,1.76888281452,1.59211682553,0.217627022135,0.195879365658,1.10833036984,0.997573957739,0.201620069795,0.181472001903
1,rain,11,area,47.3383019965,3.6846910415,44.3653235612,3.45328208628,12.8430947776,0.999673293637,7.76144461781,0.604130783028
1,rain,11,area_adjusted,1.7725585243,1.59542521845,0.189226170266,0.17031663547,1.10879417615,0.997991415488,0.180234905318,0.162223875402
1,rain,13,area,43.8529291953,3.41339863355,47.6491611586,3.708887515,12.8282337278,0.998516547945,10.2790112617,0.800091661803
1,rain,13,area_adjusted,1.76435343666,1.58804007231,0.249443848086,0.224516708683,1.10780340503,0.997099652978,0.216969620185,0.195287658453
1,rain,15,area,44.0084465661,3.42550370363,47.1564525254,3.67053634881,12.800302521,0.996342455019,9.0057935451,0.700987686455
1,rain,15,area_adjusted,1.7692584236,1.59245489967,0.216203592057,0.194598180178,1.10886834746,0.998058174793,0.190871091906,0.171797178668
1,rain,17,area,41.9528788494,3.26550362691,48.8596938997,3.80311225392,12.7839291588,0.995067994833,10.3118063641,0.802644347788
1,rain,17,area_adjusted,1.75644581058,1.58092266214,0.301434689987,0.271312060802,1.10875521484,0.997956347615,0.245729812598,0.221173819972
1,rain,19,area,41.3794123479,3.22086647705,49.8543007121,3.88052987679,12.819243247,0.997816752163,11.0473245792,0.859895184083
1,rain,19,area_adjusted,1.75399300706,1.5787149694,0.316332309259,0.2847209481,1.10879063057,0.997988224216,0.284560420372,0.256124051539
1,rain,21,area,39.104269341,3.04377522742,51.3188868808,3.99452947771,12.7986015873,0.996210058737,11.8925671621,0.925686681494
1,rain,21,area_adjusted,1.74990144997,1.57503228515,0.336365442277,0.302752152816,1.10852293009,0.99774727528,0.291059895759,0.261974028731
1,rain,23,area,38.2477169474,2.97710340359,51.7152177157,4.02537884524,12.7849381337,0.995146530834,12.5519566133,0.977011851624
1,rain,23,area_adjusted,1.74526584638,1.57085992143,0.363406396007,0.327090880661,1.10919526284,0.998352421233,0.282784229385,0.254525356853
1,"X, Y, FFMC, DMC, DC, ISI",3,area,82.95845994,6.45727204537,30.6395354425,2.38490222503,20.2045384684,1.57266903865,3.66860425737,0.285554670781
1,"X, Y, FFMC, DMC, DC, ISI",3,area_adjusted,1.88393284143,1.69566980377,0.115970138683,0.104381142459,1.32226291444,1.19012803819,0.109554968789,0.098607046039
1,"X, Y, FFMC, DMC, DC, ISI",5,area,95.2558934132,7.4144724738,32.0593154774,2.49541423232,24.2511247199,1.88764485064,6.83598224937,0.532095184909
1,"X, Y, FFMC, DMC, DC, ISI",5,area_adjusted,1.96834457712,1.77164620174,0.117988488449,0.106197796788,1.37468203179,1.23730886783,0.135261522184,0.121744721328
